NATION|SEASON ID|RALLY ID|STAGE PROGR IN RALLY|WINNER|CAR FEDE|CAR BOMBER|WEATHER|TIME|CREATION TM|ENTITY ID|SEASON FINISHED|SEASON START|SEASON END|RALLY WINNER|SEASON WINNER
China|211|260|0|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-09T18:52:46.429|261|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
China|211|260|1|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-09T18:52:46.429|262|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
China|211|260|2|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-09T18:52:46.43|263|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
China|211|260|3|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-09T18:52:46.43|264|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
France|211|265|0|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-09T19:08:40.395|266|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
France|211|265|1|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-09T19:08:40.396|267|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
France|211|265|2|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-09T19:08:40.396|268|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
France|211|265|3|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-09T19:08:40.396|269|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|BOMBER|FEDE
Spain|211|270|0|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.154|271|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Spain|211|270|1|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.155|272|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Spain|211|270|2|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.155|273|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Spain|211|270|3|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.155|274|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Spain|211|270|4|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T22:20:32.156|275|true|2019-06-07T21:47:48.1|2019-06-09T22:20:32.156|FEDE|FEDE
Monaco|276|277|0|FEDE|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.131|278|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Monaco|276|277|1|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.131|279|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Monaco|276|277|2|FEDE|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.132|280|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Monaco|276|277|3|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.132|281|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Monaco|276|277|4|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-09T22:57:35.132|282|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Sweden|276|283|0|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T23:19:49.165|284|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Sweden|276|283|1|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T23:19:49.165|285|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Sweden|276|283|2|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T23:19:49.166|286|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Sweden|276|283|3|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-09T23:19:49.166|287|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Mexico|276|297|0|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.707|298|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Mexico|276|297|1|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.708|299|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Mexico|276|297|2|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.708|300|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Mexico|276|297|3|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.709|301|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Mexico|276|297|4|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-15T00:45:04.709|302|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Argentina|276|306|0|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-16T01:17:24.586|307|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Argentina|276|306|1|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-16T01:17:24.587|308|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Argentina|276|306|2|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-16T01:17:24.587|309|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Portugal|276|310|0|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-16T01:41:48.439|311|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Portugal|276|310|1|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-16T01:41:48.44|312|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Portugal|276|310|2|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-16T01:41:48.44|313|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Italy|276|315|0|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-18T21:11:03.51|316|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Italy|276|315|1|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-18T21:11:03.511|317|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Italy|276|315|2|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-18T21:11:03.511|318|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Italy|276|315|3|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-18T21:11:03.512|319|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Poland|276|320|0|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-18T21:36:03.945|321|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Poland|276|320|1|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-18T21:36:03.946|322|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Poland|276|320|2|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-18T21:36:03.946|323|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Poland|276|320|3|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-18T21:36:03.947|324|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Finland|276|325|0|FEDE|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-18T21:55:10.984|326|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Finland|276|325|1|FEDE|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-18T21:55:10.986|327|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Finland|276|325|2|FEDE|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-18T21:55:10.987|328|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Germany|276|332|0|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-21T21:27:55.971|333|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Germany|276|332|1|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-21T21:27:55.971|334|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Germany|276|332|2|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-21T21:27:55.972|335|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
Germany|276|332|3|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-21T21:27:55.972|336|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|BOMBER|FEDE
China|276|337|0|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-21T22:01:11.533|338|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
China|276|337|1|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-21T22:01:11.533|339|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
China|276|337|2|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-21T22:01:11.533|340|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
China|276|337|3|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-21T22:01:11.534|341|true|2019-06-09T22:22:25.343|2019-06-21T22:01:11.534|FEDE|FEDE
Monaco|342|343|0|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T22:31:05.365|344|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Monaco|342|343|1|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T22:31:05.365|345|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Monaco|342|343|2|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T22:31:05.366|346|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Monaco|342|343|3|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T22:31:05.366|347|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Sweden|342|348|0|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T22:57:44.76|349|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Sweden|342|348|1|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T22:57:44.76|350|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Sweden|342|348|2|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T22:57:44.76|351|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Sweden|342|348|3|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T22:57:44.76|352|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Sweden|342|348|4|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T22:57:44.761|353|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Mexico|342|354|0|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-21T23:22:20.691|355|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Mexico|342|354|1|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-21T23:22:20.692|356|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Mexico|342|354|2|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-21T23:22:20.692|357|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Mexico|342|354|3|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-21T23:22:20.692|358|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Mexico|342|354|4|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-21T23:22:20.693|359|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Argentina|342|360|0|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T23:49:24.602|361|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Argentina|342|360|1|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T23:49:24.602|362|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Argentina|342|360|2|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-21T23:49:24.603|363|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Portugal|342|364|0|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-22T00:18:35.288|365|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Portugal|342|364|1|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-22T00:18:35.289|366|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Portugal|342|364|2|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-22T00:18:35.289|367|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Portugal|342|364|3|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-22T00:18:35.289|368|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Italy|342|369|0|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-22T00:45:04.896|370|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Italy|342|369|1|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-22T00:45:04.897|371|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Italy|342|369|2|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-22T00:45:04.897|372|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Italy|342|369|3|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-22T00:45:04.897|373|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Poland|342|379|0|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-23T22:23:16.845|380|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Poland|342|379|1|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-23T22:23:16.846|381|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Poland|342|379|2|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-06-23T22:23:16.847|382|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
Finland|342|383|0|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-23T22:43:47.652|384|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Finland|342|383|1|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-23T22:43:47.652|385|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Finland|342|383|2|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-23T22:43:47.653|386|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Finland|342|383|3|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-06-23T22:43:47.653|387|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Germany|342|388|0|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-23T23:03:40.737|389|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Germany|342|388|1|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-23T23:03:40.737|390|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Germany|342|388|2|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-06-23T23:03:40.737|391|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
China|342|392|0|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-23T23:39:19.133|393|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
China|342|392|1|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-23T23:39:19.133|394|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
China|342|392|2|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-23T23:39:19.134|395|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
China|342|392|3|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-06-23T23:39:19.135|396|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|BOMBER|FEDE
France|342|397|0|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-24T00:08:31.94|398|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
France|342|397|1|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-24T00:08:31.941|399|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
France|342|397|2|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-24T00:08:31.941|400|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
France|342|397|3|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-24T00:08:31.942|401|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
France|342|397|4|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-06-24T00:08:31.942|402|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Spain|342|408|0|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-07-04T21:57:59.43|409|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Spain|342|408|1|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-07-04T21:57:59.433|410|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Spain|342|408|2|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-07-04T21:57:59.434|411|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Spain|342|408|3|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-07-04T21:57:59.434|412|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
United Kingdom|342|413|0|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-07-04T22:18:57.12|414|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
United Kingdom|342|413|1|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-07-04T22:18:57.121|415|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
United Kingdom|342|413|2|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-07-04T22:18:57.121|416|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
United Kingdom|342|413|3|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-07-04T22:18:57.122|417|true|2019-06-21T22:08:01.615|2019-07-04T22:18:57.122|FEDE|FEDE
Australia|420|422|0|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-12-29T20:16:04.636|423|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Australia|420|422|1|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-12-29T20:16:05.242|424|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Australia|420|422|2|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-12-29T20:16:05.87|425|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
United Kingdom|420|426|0|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-12-29T20:32:10.998|427|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
United Kingdom|420|426|1|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-12-29T20:32:10.998|428|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
United Kingdom|420|426|2|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-12-29T20:26:53.842|429|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
United Kingdom|420|426|3|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-12-29T20:32:10.999|430|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Spain|420|431|0|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-29T22:49:41.14|432|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Spain|420|431|1|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-29T22:35:15.014|433|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Spain|420|431|2|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-29T22:45:12.395|434|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Spain|420|431|3|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-29T22:49:39.443|435|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
France|420|436|0|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-12-30T12:15:08.407|437|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
France|420|436|1|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-12-30T12:18:57.11|438|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
France|420|436|2|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-12-30T12:21:38.119|439|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
China|420|440|0|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-30T13:02:07.967|441|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
China|420|440|1|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-30T13:02:07.968|442|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
China|420|440|2|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-30T12:47:04.54|443|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
China|420|440|3|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-30T12:53:01.448|444|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
China|420|440|4|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-30T13:02:07.97|445|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Germany|420|446|0|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-12-30T13:08:07.159|447|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Germany|420|446|1|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-12-30T13:13:54.303|448|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
